pk,account_id,account_status,plan_tier,previous_plan_tier,seats,mrr_amount,arr_amount,downgrade_flag,upgrade_flag,billing_frequency,auto_renew_flag,effective_start_date,effective_end_date,current_record_flag
S-02c3e7,A-7c4956,active,Enterprise,Enterprise,6,1194,14328,false,false,annual,true,2024-08-14,2024-12-20,false
S-d18856,A-396e5f,active,Enterprise,Enterprise,6,1194,14328,false,false,monthly,true,2024-10-05,2024-10-18,false
S-973e8e,A-0a282f,active,Enterprise,Enterprise,6,1194,14328,false,false,annual,true,2024-09-28,2024-10-06,false
S-79af01,A-4ae22a,active,Enterprise,Enterprise,6,1194,14328,false,false,monthly,true,2024-07-24,2024-08-20,false
S-212fc4,A-c608c8,active,Enterprise,Enterprise,6,1194,14328,false,false,monthly,true,2023-10-15,2023-12-16,false
S-102053,A-4e0e85,active,Enterprise,Enterprise,6,1194,14328,false,false,monthly,true,2024-04-10,2024-06-06,false
S-fee9c9,A-779e4e,active,Enterprise,Enterprise,6,1194,14328,false,false,annual,false,2024-07-02,2024-07-18,false
S-36f26c,A-e36807,active,Basic,Enterprise,63,1197,14364,true,false,monthly,true,2024-12-17,2024-12-23,false
S-768196,A-1f7acb,active,Basic,Enterprise,64,1216,14592,true,false,monthly,true,2023-10-14,2023-10-31,false
S-fa05d7,A-180abf,active,Basic,Enterprise,64,1216,14592,true,false,monthly,true,2024-07-10,2024-11-09,false
S-5a6941,A-4a267b,active,Pro,Enterprise,25,1225,14700,true,false,monthly,true,2024-09-22,2024-09-22,false
S-6da42f,A-039727,active,Pro,Enterprise,25,1225,14700,true,false,monthly,true,2024-11-30,2024-12-06,false
S-8db104,A-4a267b,active,Pro,Enterprise,25,1225,14700,true,false,monthly,true,2024-10-18,2024-11-06,false
S-0a15fa,A-bb1eaa,active,Pro,Enterprise,25,1225,14700,true,false,annual,true,2024-12-12,2999-12-31,true
S-f00f7e,A-35083d,active,Pro,Enterprise,25,1225,14700,true,false,monthly,true,2024-09-09,2024-10-17,false
S-b81c82,A-9289f6,active,Pro,Enterprise,25,1225,14700,true,false,annual,false,2024-12-17,2999-12-31,true
S-9a065e,A-92a3af,active,Pro,Enterprise,25,1225,14700,true,false,monthly,true,2024-11-24,2999-12-31,true
S-53b07a,A-b07b56,active,Pro,Enterprise,25,1225,14700,true,false,annual,true,2024-12-08,2024-12-16,false
S-b18409,A-92a3af,active,Pro,Enterprise,25,1225,14700,true,false,monthly,true,2024-10-26,2024-10-30,false
S-77ba64,A-bd4513,active,Basic,Enterprise,66,1254,15048,true,false,annual,true,2024-11-16,2024-11-27,false
S-384681,A-e08cd3,active,Basic,Enterprise,67,1273,15276,true,false,annual,true,2024-12-25,2999-12-31,true
S-8055fa,A-09540c,active,Basic,Enterprise,67,1273,15276,true,false,monthly,true,2024-08-03,2024-08-04,false
S-ec56f3,A-92a333,active,Basic,Enterprise,67,1273,15276,true,false,monthly,true,2024-07-03,2024-07-04,false
S-f3e5f9,A-a09355,active,Pro,Enterprise,26,1274,15288,true,false,monthly,true,2024-12-09,2024-12-29,false
S-9be237,A-a6d261,active,Pro,Enterprise,26,1274,15288,true,false,annual,true,2024-09-20,2024-11-19,false
S-d1527e,A-956988,active,Pro,Enterprise,26,1274,15288,true,false,annual,true,2024-12-07,2024-12-13,false
S-a707da,A-67be94,active,Pro,Enterprise,26,1274,15288,true,false,monthly,true,2024-12-18,2999-12-31,true
S-d90f0a,A-e19ff6,active,Pro,Enterprise,26,1274,15288,true,false,monthly,false,2024-10-23,2999-12-31,true
S-31178d,A-b7ef83,active,Pro,Enterprise,26,1274,15288,true,false,annual,true,2024-06-29,2024-06-29,false
S-8a3abd,A-6f8ad2,active,Pro,Enterprise,26,1274,15288,true,false,annual,true,2024-08-23,2024-08-26,false
S-69362d,A-a865bd,active,Basic,Enterprise,68,1292,15504,true,false,annual,true,2024-04-26,2024-05-22,false
S-a54f87,A-756192,active,Basic,Enterprise,68,1292,15504,true,false,annual,true,2024-08-11,2024-09-28,false
S-7ccc38,A-2d1036,active,Basic,Enterprise,69,1311,15732,true,false,annual,false,2024-07-13,2024-07-16,false
S-b23d8d,A-2d1036,active,Basic,Enterprise,69,1311,15732,true,false,annual,true,2024-11-21,2024-12-16,false
S-a1d6ad,A-eafc6e,active,Pro,Enterprise,27,1323,15876,true,false,monthly,true,2024-09-01,2024-09-28,false
S-3f0fb6,A-016043,active,Pro,Enterprise,27,1323,15876,true,false,annual,false,2024-10-20,2024-11-23,false
S-d57a67,A-2446e3,active,Pro,Enterprise,27,1323,15876,true,false,monthly,true,2024-07-14,2024-09-02,false
S-b69fa2,A-029f69,active,Pro,Enterprise,27,1323,15876,true,false,monthly,false,2024-09-09,2024-09-14,false
S-90dd19,A-297a2d,active,Pro,Enterprise,27,1323,15876,true,false,annual,true,2024-03-04,2024-08-29,false
S-fb0905,A-09316c,active,Basic,Enterprise,70,1330,15960,true,false,annual,true,2024-12-10,2024-12-29,false
S-f9df40,A-956988,active,Basic,Enterprise,70,1330,15960,true,false,annual,true,2024-12-05,2024-12-05,false
S-2a928c,A-fa3095,active,Basic,Enterprise,70,1330,15960,true,false,monthly,true,2024-12-16,2024-12-18,false
S-39a5a7,A-09316c,active,Basic,Enterprise,70,1330,15960,true,false,monthly,true,2024-09-22,2024-09-23,false
S-615487,A-fa3095,active,Basic,Enterprise,70,1330,15960,true,false,annual,true,2024-05-16,2024-06-04,false
S-f497df,A-751c58,active,Basic,Enterprise,71,1349,16188,true,false,annual,true,2024-12-21,2999-12-31,true
S-7f9ce5,A-00bed1,active,Pro,Enterprise,28,1372,16464,true,false,monthly,true,2024-07-20,2024-08-06,false
S-42fb01,A-bece89,active,Pro,Enterprise,28,1372,16464,true,false,monthly,true,2024-02-08,2024-03-03,false
S-fe2139,A-0f6450,active,Pro,Enterprise,28,1372,16464,true,false,monthly,true,2024-12-28,2024-12-29,false
S-6cff51,A-c37601,active,Pro,Enterprise,28,1372,16464,true,false,annual,true,2024-12-23,2024-12-24,false
S-e753fa,A-a6d261,active,Pro,Enterprise,28,1372,16464,true,false,annual,true,2024-02-06,2024-02-25,false
S-4cd678,A-40de06,active,Pro,Enterprise,28,1372,16464,true,false,monthly,false,2024-03-24,2024-05-17,false
S-cf2b4a,A-9f9299,active,Pro,Enterprise,28,1372,16464,true,false,monthly,true,2023-11-30,2024-03-09,false
S-e36786,A-5b1bcd,active,Basic,Enterprise,73,1387,16644,true,false,monthly,true,2024-01-10,2024-01-20,false
S-154119,A-3d957b,active,Basic,Enterprise,73,1387,16644,true,false,monthly,true,2024-08-30,2024-10-16,false
S-127844,A-f446b6,active,Enterprise,Enterprise,7,1393,16716,false,false,monthly,true,2024-02-11,2024-04-17,false
S-f783b6,A-2d4502,active,Enterprise,Enterprise,7,1393,16716,false,false,monthly,true,2024-08-31,2024-09-04,false
S-925f82,A-c7e58b,active,Enterprise,Enterprise,7,1393,16716,false,false,annual,false,2024-07-08,2024-07-15,false
S-14a685,A-692f18,active,Enterprise,Enterprise,7,1393,16716,false,false,monthly,false,2024-07-29,2024-08-05,false
S-e60f46,A-eb7fac,active,Enterprise,Enterprise,7,1393,16716,false,false,annual,true,2024-03-30,2024-05-24,false
S-413a1d,A-7df7a7,active,Enterprise,Enterprise,7,1393,16716,false,false,monthly,true,2024-05-25,2024-11-04,false
S-bc1457,A-69b156,active,Enterprise,Enterprise,7,1393,16716,false,false,annual,true,2024-10-06,2024-10-12,false
S-78cb5f,A-9badbd,active,Enterprise,Enterprise,7,1393,16716,false,false,monthly,true,2024-12-07,2024-12-21,false
S-812d97,A-249769,active,Pro,Enterprise,19,1393,16716,true,false,annual,true,2024-08-24,2024-08-28,false
S-7b3464,A-c16101,active,Enterprise,Enterprise,7,1393,16716,false,false,annual,false,2024-09-17,2024-09-23,false
S-0b46b0,A-de24d5,active,Enterprise,Enterprise,7,1393,16716,false,false,monthly,true,2024-11-19,2024-12-06,false
S-783131,A-51ec1b,active,Enterprise,Enterprise,7,1393,16716,false,false,annual,true,2024-10-03,2024-10-20,false
S-52b74f,A-249769,active,Enterprise,Enterprise,7,1393,16716,false,false,annual,true,2024-08-11,2024-08-24,false
S-bf6d7b,A-8b25f2,active,Pro,Enterprise,29,1421,17052,true,false,annual,true,2024-12-08,2024-12-15,false
S-3c4cae,A-ccb686,active,Pro,Enterprise,29,1421,17052,true,false,annual,true,2024-10-06,2024-12-06,false
S-b91501,A-ce66f8,active,Pro,Enterprise,29,1421,17052,true,false,annual,true,2024-07-19,2024-07-27,false
S-559e85,A-53f4e3,active,Pro,Enterprise,29,1421,17052,true,false,monthly,true,2024-12-22,2999-12-31,true
S-89d586,A-970c97,active,Pro,Enterprise,29,1421,17052,true,false,annual,true,2024-11-02,2024-11-04,false
S-8e602b,A-a33200,active,Pro,Enterprise,29,1421,17052,true,false,monthly,false,2024-10-26,2024-11-16,false
S-7e44b0,A-a33200,active,Pro,Enterprise,29,1421,17052,true,false,annual,false,2024-10-14,2024-10-14,false
S-7134c2,A-544d0a,active,Pro,Enterprise,29,1421,17052,true,false,annual,false,2024-09-02,2024-09-24,false
S-3e5a20,A-eafc6e,active,Basic,Enterprise,76,1444,17328,true,false,monthly,false,2024-07-17,2024-08-16,false
S-214edb,A-558c72,active,Basic,Enterprise,77,1463,17556,true,false,monthly,true,2024-06-25,2024-10-10,false
S-d07886,A-0dbdc6,active,Pro,Enterprise,30,1470,17640,true,false,annual,true,2024-07-02,2024-10-25,false
S-772ef0,A-c7ffc2,active,Pro,Enterprise,30,1470,17640,true,false,annual,true,2024-02-25,2024-03-12,false
S-19858e,A-92a3af,active,Pro,Enterprise,30,1470,17640,true,false,annual,true,2024-09-17,2024-09-18,false
S-a63da6,A-157070,active,Pro,Enterprise,30,1470,17640,true,false,monthly,false,2024-09-10,2024-09-18,false
S-9f9dfe,A-c62e55,active,Pro,Enterprise,30,1470,17640,true,false,monthly,true,2024-11-28,2024-12-31,false
S-06fb6f,A-50bb9f,active,Pro,Enterprise,30,1470,17640,true,false,annual,true,2024-11-05,2024-12-24,false
S-19950d,A-f9cc74,active,Pro,Enterprise,30,1470,17640,true,false,annual,false,2024-10-28,2024-10-30,false
S-d9d52b,A-22d9d2,active,Pro,Enterprise,30,1470,17640,true,false,annual,true,2024-08-09,2024-10-14,false
S-55a520,A-726cfa,active,Pro,Enterprise,30,1470,17640,true,false,monthly,true,2023-08-26,2023-09-07,false
S-466093,A-883b7d,active,Basic,Enterprise,78,1482,17784,true,false,annual,true,2024-08-17,2024-08-19,false
S-648e54,A-993085,active,Pro,Enterprise,31,1519,18228,true,false,monthly,true,2024-06-28,2024-08-17,false
S-3f2b4c,A-855a48,active,Pro,Enterprise,31,1519,18228,true,false,annual,true,2024-02-27,2024-03-02,false
S-491216,A-b7ef83,active,Pro,Enterprise,31,1519,18228,true,false,annual,true,2024-09-16,2024-09-18,false
S-06c096,A-eb2fdc,active,Pro,Enterprise,31,1519,18228,true,false,annual,true,2024-11-02,2024-11-07,false
S-d0913e,A-eb2fdc,active,Pro,Enterprise,31,1519,18228,true,false,monthly,true,2024-11-14,2024-12-19,false
S-b3071c,A-cab532,active,Pro,Enterprise,31,1519,18228,true,false,monthly,true,2023-11-03,2024-02-16,false
S-c9d323,A-3a7284,active,Pro,Enterprise,31,1519,18228,true,false,monthly,true,2024-12-12,2024-12-15,false
S-fae334,A-d3c88e,active,Pro,Enterprise,31,1519,18228,true,false,monthly,false,2024-12-03,2024-12-10,false
S-e3903e,A-6da850,active,Pro,Enterprise,31,1519,18228,true,false,annual,true,2024-10-16,2024-11-10,false
S-eccbe0,A-e3bd71,active,Pro,Enterprise,31,1519,18228,true,false,annual,false,2024-12-07,2999-12-31,true
S-ff5ff8,A-eb2fdc,active,Pro,Enterprise,31,1519,18228,true,false,annual,true,2024-05-25,2024-05-31,false
S-76b43f,A-b48f73,active,Basic,Enterprise,80,1520,18240,true,false,monthly,true,2024-12-26,2024-12-27,false
S-89e98a,A-c222ab,active,Pro,Enterprise,32,1568,18816,true,false,monthly,true,2024-12-27,2999-12-31,true
S-3a57be,A-05f0e5,active,Pro,Enterprise,32,1568,18816,true,false,monthly,true,2024-05-15,2024-06-11,false
S-c58ed5,A-9289f6,active,Pro,Enterprise,32,1568,18816,true,false,annual,true,2024-04-08,2024-09-15,false
S-1bf697,A-acb7f7,active,Pro,Enterprise,32,1568,18816,true,false,monthly,true,2024-08-31,2024-10-13,false
S-eed91a,A-22d9d2,active,Pro,Enterprise,32,1568,18816,true,false,monthly,true,2024-12-17,2024-12-20,false
S-5e7357,A-9f9299,active,Pro,Enterprise,32,1568,18816,true,false,monthly,true,2024-07-07,2024-07-08,false
S-eed91a2,A-22d9d2,churned,Pro,Enterprise,32,1568,18816,true,false,monthly,true,2024-12-20,2999-12-31,true
S-afea79,A-05f0e5,active,Pro,Enterprise,32,1568,18816,true,false,annual,false,2024-08-16,2024-10-22,false
S-2d51ca,A-96e141,active,Pro,Enterprise,32,1568,18816,true,false,monthly,true,2023-12-05,2024-03-28,false
S-aad754,A-902ef7,active,Basic,Enterprise,83,1577,18924,true,false,annual,true,2024-11-07,2024-11-23,false
S-585c3b,A-cc1d8d,active,Pro,Enterprise,6,1592,19104,true,false,annual,true,2024-12-13,2024-12-14,false
S-aff55c,A-bb2f49,active,Pro,Enterprise,8,1592,19104,true,false,monthly,true,2024-01-14,2024-02-16,false
S-3660bb,A-474ad4,active,Enterprise,Enterprise,10,1592,19104,false,false,monthly,false,2024-12-14,2024-12-29,false
S-7717d6,A-378b99,active,Enterprise,Enterprise,32,1592,19104,false,false,monthly,true,2024-12-02,2024-12-05,false
S-7c727c,A-adc1f3,active,Enterprise,Enterprise,8,1592,19104,false,false,annual,false,2024-08-28,2024-09-04,false
S-b33593,A-7641d3,active,Pro,Enterprise,11,1592,19104,true,false,monthly,false,2023-10-02,2024-03-11,false
S-dabcd2,A-3ce5b8,active,Pro,Enterprise,28,1592,19104,true,false,monthly,true,2024-09-22,2024-09-30,false
S-8def89,A-cbd1a3,active,Enterprise,Enterprise,8,1592,19104,false,false,annual,true,2024-11-27,2024-11-29,false
S-bbdf5c,A-b7ef83,active,Enterprise,Enterprise,8,1592,19104,false,false,monthly,true,2024-06-21,2024-06-29,false
S-826d19,A-5790f4,active,Enterprise,Enterprise,8,1592,19104,false,false,annual,true,2024-12-26,2024-12-26,false
S-b59bff,A-cea1f0,active,Enterprise,Enterprise,8,1592,19104,false,false,annual,false,2024-12-27,2999-12-31,true
S-8a9db8,A-474ad4,active,Enterprise,Enterprise,8,1592,19104,false,false,annual,true,2024-11-30,2024-12-14,false
S-cbe349,A-e89151,active,Enterprise,Enterprise,8,1592,19104,false,false,annual,false,2024-02-16,2024-03-28,false
S-a3927a,A-378b99,active,Enterprise,Enterprise,8,1592,19104,false,false,annual,true,2024-12-02,2024-12-02,false
S-329a60,A-c16cf7,active,Basic,Enterprise,84,1596,19152,true,false,annual,true,2024-10-24,2024-10-27,false
S-c15f06,A-82d8a6,active,Pro,Enterprise,33,1617,19404,true,false,monthly,true,2024-12-27,2024-12-28,false
S-b18ae9,A-b78bf8,active,Pro,Enterprise,33,1617,19404,true,false,monthly,true,2024-12-14,2024-12-18,false
S-9a8d01,A-751c58,active,Pro,Enterprise,33,1617,19404,true,false,monthly,false,2024-08-30,2024-09-09,false
S-c9199e,A-d4ac0e,active,Pro,Enterprise,33,1617,19404,true,false,annual,true,2024-11-01,2024-11-29,false
S-5a94f7,A-328bd0,active,Pro,Enterprise,33,1617,19404,true,false,monthly,true,2023-09-26,2023-10-11,false
S-75e469,A-b78bf8,active,Pro,Enterprise,33,1617,19404,true,false,monthly,true,2024-12-28,2999-12-31,true
S-c17a35,A-1ac5e0,active,Pro,Enterprise,33,1617,19404,true,false,monthly,false,2024-11-25,2024-11-29,false
S-6b977f,A-7988d1,active,Pro,Enterprise,33,1617,19404,true,false,monthly,false,2024-08-25,2024-09-28,false
S-a9b8a2,A-b78bf8,active,Pro,Enterprise,33,1617,19404,true,false,annual,true,2024-11-25,2024-12-04,false
S-d8fa45,A-5a215a,active,Basic,Enterprise,87,1653,19836,true,false,monthly,true,2024-10-18,2024-10-23,false
S-1630dd,A-fda07f,active,Pro,Enterprise,34,1666,19992,true,false,annual,true,2024-09-14,2024-09-22,false
S-6eb56d,A-10b8da,active,Pro,Enterprise,34,1666,19992,true,false,monthly,true,2024-09-14,2999-12-31,true
S-e7b281,A-86902e,active,Pro,Enterprise,34,1666,19992,true,false,monthly,true,2024-05-05,2024-06-22,false
S-fef85a,A-7f8241,active,Pro,Enterprise,34,1666,19992,true,false,annual,true,2024-08-06,2024-10-12,false
S-35a22f,A-b07b56,active,Pro,Enterprise,34,1666,19992,true,false,annual,true,2024-12-19,2024-12-21,false
S-467918,A-396e5f,active,Pro,Enterprise,34,1666,19992,true,false,monthly,false,2024-12-19,2999-12-31,true
S-07abdd,A-f19409,active,Pro,Enterprise,34,1666,19992,true,false,annual,true,2023-09-26,2024-04-08,false
S-21bd25,A-7f8241,active,Pro,Enterprise,34,1666,19992,true,false,monthly,true,2023-07-16,2023-08-05,false
S-21bd9b,A-65a46c,active,Pro,Enterprise,35,1715,20580,true,false,annual,true,2024-12-24,2999-12-31,true
S-3199cf,A-068fc6,active,Pro,Enterprise,35,1715,20580,true,false,monthly,true,2024-07-20,2024-10-14,false
S-478ae9,A-e4bf56,active,Pro,Enterprise,35,1715,20580,true,false,monthly,false,2024-11-26,2024-12-02,false
S-f690b4,A-dfbd31,active,Pro,Enterprise,35,1715,20580,true,false,annual,true,2024-12-04,2024-12-09,false
S-515485,A-f3ff05,active,Pro,Enterprise,35,1715,20580,true,false,monthly,true,2024-09-21,2024-10-07,false
S-80632f,A-068fc6,active,Pro,Enterprise,35,1715,20580,true,false,monthly,false,2024-07-06,2024-07-13,false
S-1319ac,A-e3bd71,active,Basic,Enterprise,91,1729,20748,true,false,annual,true,2024-06-02,2024-06-21,false
S-a0c741,A-40906c,active,Basic,Enterprise,92,1748,20976,true,false,monthly,false,2024-06-19,2024-06-21,false
S-79c82e,A-40906c,active,Basic,Enterprise,92,1748,20976,true,false,monthly,true,2024-09-11,2024-09-28,false
S-ea66df,A-712533,active,Pro,Enterprise,36,1764,21168,true,false,monthly,true,2024-10-01,2024-10-26,false
S-409291,A-3932db,active,Pro,Enterprise,36,1764,21168,true,false,annual,true,2024-10-29,2024-11-29,false
S-2aaa9c,A-4c38bc,active,Pro,Enterprise,36,1764,21168,true,false,monthly,true,2024-12-10,2024-12-27,false
S-ef2a21,A-427b69,active,Pro,Enterprise,36,1764,21168,true,false,annual,true,2024-11-28,2024-11-30,false
S-8106d9,A-3a5ad8,active,Pro,Enterprise,36,1764,21168,true,false,monthly,false,2024-11-06,2024-11-19,false
S-68565b,A-5c046d,active,Basic,Enterprise,93,1767,21204,true,false,annual,false,2024-12-02,2024-12-02,false
S-dafec3,A-684255,active,Enterprise,Enterprise,9,1791,21492,false,false,annual,false,2024-09-09,2024-10-17,false
S-673c51,A-b7ef83,active,Enterprise,Enterprise,9,1791,21492,false,false,monthly,false,2024-09-14,2024-09-16,false
S-a3129d,A-712426,active,Enterprise,Enterprise,18,1791,21492,false,false,annual,true,2024-12-07,2024-12-08,false
S-aadf83,A-700ade,active,Enterprise,Enterprise,9,1791,21492,false,false,annual,true,2024-11-20,2024-11-25,false
S-89d7b0,A-fe79a5,active,Enterprise,Enterprise,9,1791,21492,false,false,annual,true,2024-06-03,2024-09-06,false
S-7576bd,A-354f12,active,Enterprise,Enterprise,9,1791,21492,false,false,annual,true,2024-10-18,2024-11-08,false
S-9cca23,A-3a5ad8,active,Enterprise,Enterprise,9,1791,21492,false,false,monthly,true,2024-12-20,2024-12-25,false
S-ae355b,A-378b99,active,Enterprise,Enterprise,9,1791,21492,false,false,annual,true,2024-11-08,2024-12-02,false
S-606747,A-65aeb5,active,Enterprise,Enterprise,9,1791,21492,false,false,monthly,true,2024-08-04,2024-08-19,false
S-49b0da,A-fe79a5,active,Enterprise,Enterprise,9,1791,21492,false,false,annual,true,2024-11-14,2024-12-04,false
S-0b2faf,A-c45b23,active,Basic,Enterprise,15,1791,21492,true,false,monthly,true,2024-07-05,2024-07-31,false
S-c87391,A-fe79a5,active,Pro,Enterprise,9,1791,21492,true,false,monthly,true,2024-12-08,2024-12-26,false
S-7e1791,A-a6d261,active,Enterprise,Enterprise,9,1791,21492,false,false,annual,true,2024-05-09,2024-06-08,false
S-79a9e1,A-3a5ad8,active,Enterprise,Enterprise,22,1791,21492,false,false,annual,true,2024-12-25,2999-12-31,true
S-83dc0a,A-f44180,active,Enterprise,Enterprise,9,1791,21492,false,false,annual,true,2023-08-31,2023-10-17,false
S-f932c0,A-1b7577,active,Basic,Enterprise,14,1791,21492,true,false,annual,true,2024-11-02,2024-11-14,false
S-d2e00a,A-4c56c9,active,Enterprise,Enterprise,9,1791,21492,false,false,monthly,true,2024-09-17,2024-11-14,false
S-0d6ea4,A-f44180,active,Enterprise,Enterprise,9,1791,21492,false,false,monthly,false,2023-12-27,2024-06-17,false
S-beff12,A-f44180,active,Enterprise,Enterprise,9,1791,21492,false,false,monthly,true,2023-10-17,2023-12-27,false
S-90432a,A-fe79a5,active,Enterprise,Enterprise,9,1791,21492,false,false,annual,false,2024-12-04,2024-12-08,false
S-ce5636,A-4c56c9,active,Basic,Enterprise,30,1791,21492,true,false,annual,true,2024-11-14,2024-11-29,false
S-4b26c5,A-f45426,active,Enterprise,Enterprise,9,1791,21492,false,false,monthly,true,2024-09-27,2024-10-18,false
S-a25ed2,A-65aeb5,active,Enterprise,Enterprise,9,1791,21492,false,false,monthly,true,2024-08-19,2024-08-23,false
S-ea3c2c,A-d792a6,active,Enterprise,Enterprise,9,1791,21492,false,false,monthly,true,2023-05-31,2023-08-01,false
S-8b4074,A-d922bf,active,Enterprise,Enterprise,9,1791,21492,false,false,annual,true,2024-12-10,2999-12-31,true
S-6ed77d,A-fe79a5,active,Enterprise,Enterprise,9,1791,21492,false,false,monthly,true,2024-05-22,2024-06-03,false
S-26bf58,A-65a46c,active,Pro,Enterprise,37,1813,21756,true,false,monthly,true,2024-05-05,2024-08-10,false
S-70c734,A-bd4708,active,Pro,Enterprise,37,1813,21756,true,false,annual,true,2024-09-05,2024-09-15,false
S-91419b,A-94c3cd,active,Pro,Enterprise,37,1813,21756,true,false,annual,false,2024-07-19,2024-08-07,false
S-da164e,A-9174e0,active,Pro,Enterprise,37,1813,21756,true,false,monthly,true,2024-12-21,2024-12-21,false
S-a102aa,A-ccc747,active,Pro,Enterprise,37,1813,21756,true,false,monthly,false,2024-06-24,2024-07-14,false
S-e9dc6e,A-4437e4,active,Pro,Enterprise,38,1862,22344,true,false,annual,true,2024-08-15,2024-08-16,false
S-66ffe0,A-625d0b,active,Pro,Enterprise,38,1862,22344,true,false,monthly,true,2024-11-21,2024-11-22,false
S-c97464,A-f5641b,active,Pro,Enterprise,38,1862,22344,true,false,monthly,false,2024-10-16,2024-11-30,false
S-799da2,A-95b24a,active,Pro,Enterprise,38,1862,22344,true,false,monthly,true,2024-06-27,2024-06-28,false
S-041534,A-4e0e85,active,Pro,Enterprise,38,1862,22344,true,false,monthly,true,2024-06-06,2024-07-19,false
S-6e81f5,A-bece89,active,Pro,Enterprise,38,1862,22344,true,false,annual,true,2024-10-18,2999-12-31,true
S-71827b2,A-65c341,churned,Pro,Enterprise,39,1911,22932,true,false,monthly,true,2024-11-23,2999-12-31,true
S-ee956d,A-96bbc6,active,Pro,Enterprise,39,1911,22932,true,false,annual,true,2024-09-01,2024-09-08,false
S-a6820d,A-96bbc6,active,Pro,Enterprise,39,1911,22932,true,false,annual,false,2024-12-12,2024-12-25,false
S-3b43b5,A-7920cc,active,Pro,Enterprise,39,1911,22932,true,false,annual,true,2024-06-18,2024-07-04,false
S-71827b,A-65c341,active,Pro,Enterprise,39,1911,22932,true,false,monthly,true,2024-11-15,2024-11-23,false
S-7151d9,A-eb7c38,active,Basic,Enterprise,102,1938,23256,true,false,annual,true,2024-04-12,2024-04-23,false
S-4e563b,A-10b8f2,active,Basic,Enterprise,103,1957,23484,true,false,annual,true,2024-04-26,2024-08-15,false
S-40d3aa,A-9badbd,active,Basic,Enterprise,103,1957,23484,true,false,monthly,true,2024-08-22,2024-08-28,false
S-fcbe5a,A-e19ff6,active,Pro,Enterprise,40,1960,23520,true,false,annual,true,2024-10-04,2024-10-05,false
S-1b4be3,A-b44e3e,active,Pro,Enterprise,40,1960,23520,true,false,annual,true,2024-04-15,2024-04-17,false
S-5cb8a6,A-9779ad,active,Pro,Enterprise,40,1960,23520,true,false,monthly,false,2024-08-14,2024-09-17,false
S-81b6ee,A-e1b9cd,active,Pro,Enterprise,40,1960,23520,true,false,annual,false,2023-11-25,2024-01-03,false
S-374511,A-e89151,active,Enterprise,Enterprise,10,1990,23880,false,false,monthly,true,2024-04-01,2024-04-15,false
S-94009b,A-9f0b68,active,Enterprise,Enterprise,10,1990,23880,false,false,annual,true,2024-10-08,2024-10-16,false
S-2852dd,A-e51ec7,active,Enterprise,Enterprise,10,1990,23880,false,false,monthly,true,2024-12-19,2999-12-31,true
S-d0eeb2,A-fce879,active,Pro,Enterprise,45,1990,23880,true,false,monthly,true,2024-10-18,2024-10-27,false
S-b2d472,A-bcf87c,active,Enterprise,Enterprise,10,1990,23880,false,false,annual,false,2024-08-27,2024-10-25,false
S-0a9660,A-c7e58b,active,Enterprise,Enterprise,10,1990,23880,false,false,monthly,true,2024-04-04,2024-07-08,false
S-5d532c,A-cd458b,active,Enterprise,Enterprise,10,1990,23880,false,false,monthly,true,2024-12-26,2999-12-31,true
S-5b322c,A-1f0636,active,Basic,Enterprise,105,1995,23940,true,false,annual,true,2024-07-27,2024-09-02,false
S-f6cd70,A-2ebb4b,active,Pro,Enterprise,41,2009,24108,true,false,annual,true,2023-10-14,2023-11-02,false
S-ae1278,A-2ebb4b,active,Pro,Enterprise,41,2009,24108,true,false,monthly,true,2024-07-02,2024-12-10,false
S-f94b9b,A-82861f,active,Pro,Enterprise,41,2009,24108,true,false,annual,true,2024-10-16,2024-11-19,false
S-38bf32,A-ed510f,active,Pro,Enterprise,42,2058,24696,true,false,annual,true,2024-01-24,2024-04-09,false
S-9ce22d,A-726cfa,active,Pro,Enterprise,42,2058,24696,true,false,monthly,true,2024-08-10,2024-09-06,false
S-2b2fa8,A-ed510f,active,Pro,Enterprise,42,2058,24696,true,false,annual,true,2024-05-16,2024-09-18,false
S-fb10b8,A-5a92e7,active,Pro,Enterprise,43,2107,25284,true,false,annual,true,2024-07-15,2024-07-22,false
S-53e028,A-fdfc91,active,Basic,Enterprise,111,2109,25308,true,false,monthly,true,2024-09-14,2999-12-31,true
S-d031a4,A-cdf020,active,Pro,Enterprise,44,2156,25872,true,false,monthly,true,2024-10-09,2999-12-31,true
S-f2537d,A-e43bf7,active,Pro,Enterprise,44,2156,25872,true,false,monthly,true,2024-01-24,2024-02-26,false
S-26da35,A-d27f50,active,Pro,Enterprise,44,2156,25872,true,false,annual,true,2024-12-09,2024-12-19,false
S-46526e,A-39ddf4,active,Pro,Enterprise,44,2156,25872,true,false,annual,false,2024-12-10,2024-12-20,false
S-f6f97e,A-02cd81,active,Pro,Enterprise,44,2156,25872,true,false,annual,true,2024-06-29,2024-07-16,false
S-6ba608,A-e7beab,active,Enterprise,Enterprise,11,2189,26268,false,false,monthly,true,2023-12-15,2024-01-05,false
S-0c91c4,A-2789e3,active,Enterprise,Enterprise,11,2189,26268,false,false,annual,true,2024-10-11,2024-10-14,false
S-2971ae,A-9c18c4,active,Enterprise,Enterprise,11,2189,26268,false,false,monthly,true,2024-10-13,2999-12-31,true
