usage_id,account_id,subscription_key,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-6ff045,A-9077b0,S-2cb298,2024-09-27,feature_38,14,6300,2,false
U-695d6d,A-9077b0,S-3af429,2024-10-06,feature_29,6,1092,0,false
U-641911,A-9077b0,S-535e55,2024-11-07,feature_35,14,1316,0,false
U-600b18,A-9077b0,S-535e55,2024-09-09,feature_29,17,8619,0,false
U-1d30a1,A-9077b0,S-5f30ce,2024-11-18,feature_16,13,7670,0,false
U-ec0a3d,A-9077b0,S-a53eac,2024-08-30,feature_39,6,2496,2,false
U-dfda3a,A-90a8c8,S-21b034,2024-11-10,feature_39,12,4572,2,false
U-222741,A-90a8c8,S-41d4ca,2024-12-02,feature_19,13,1339,1,false
U-47c3e4,A-90a8c8,S-58a152,2024-09-10,feature_37,10,3750,0,false
U-512f4f,A-90a8c8,S-746e1b,2024-09-28,feature_31,12,1992,2,false
U-bb737a,A-90a8c8,S-aaeb34,2024-10-28,feature_19,12,3732,0,false
U-ec52af,A-90a8c8,S-aaeb34,2024-12-27,feature_22,4,1528,0,false
U-a11296,A-90a8c8,S-ab06f4,2024-09-09,feature_34,9,1791,1,false
U-9413a5,A-9123ac,S-3c0075,2024-10-18,feature_18,8,2112,0,false
U-0d2588,A-9123ac,S-3c0075,2024-06-16,feature_17,6,1758,0,false
U-e40eb0,A-9123ac,S-3c0075,2024-02-21,feature_16,16,1616,0,false
U-c6546a,A-9123ac,S-3c0075,2024-10-17,feature_31,13,3146,0,false
U-e2378d,A-9123ac,S-74761f,2024-03-04,feature_39,13,6305,0,false
U-3959e0,A-9123ac,S-74761f,2024-12-12,feature_29,10,3700,0,false
U-675429,A-9123ac,S-74761f,2024-12-19,feature_15,13,5005,0,false
U-a00fd9,A-9123ac,S-7bcd95,2023-11-30,feature_7,11,3245,4,false
U-724a09,A-9123ac,S-7bcd95,2024-04-03,feature_6,6,2586,5,false
U-be11a0,A-9123ac,S-97df3f,2024-03-26,feature_3,6,1476,0,false
U-83e433,A-9123ac,S-97df3f,2024-05-06,feature_18,13,3549,0,false
U-7c1b5f,A-9123ac,S-97df3f,2024-12-06,feature_30,17,2091,0,false
U-70d317,A-9123ac,S-97df3f,2024-10-22,feature_38,9,5328,2,true
U-4df8e8,A-9123ac,S-97df3f,2024-01-02,feature_27,8,2856,1,false
U-e011ba,A-9123ac,S-b71cfb,2023-11-09,feature_26,15,5790,0,false
U-95659e,A-9123ac,S-b71cfb,2023-11-25,feature_12,8,1576,0,true
U-9957c6,A-9123ac,S-d34b17,2024-11-27,feature_22,13,6734,2,false
U-25d0b5,A-9123ac,S-d3ecc2,2024-02-28,feature_24,10,1460,0,false
U-e23892,A-9123ac,S-d3ecc2,2024-09-02,feature_4,9,1593,0,false
U-8d27c6,A-9174e0,S-3e0991,2024-12-29,feature_11,7,350,0,false
U-9907f2,A-9174e0,S-92afb8,2024-12-16,feature_21,13,1287,1,false
U-b400fe,A-91e948,S-61a87e,2024-09-12,feature_7,19,7543,0,false
U-ebcc24,A-91e948,S-61a87e,2023-12-29,feature_10,11,1815,0,false
U-d0c546,A-91e948,S-683e1e,2024-05-08,feature_14,13,1209,0,false
U-4c2776,A-91e948,S-683e1e,2024-09-28,feature_38,12,3612,1,false
U-ab5c44,A-91e948,S-7fb77e,2024-04-06,feature_4,3,393,0,false
U-fe4870,A-91e948,S-7fb77e,2024-04-26,feature_40,8,352,0,false
U-9f7dc5,A-91e948,S-92ae0a,2024-08-22,feature_10,4,2152,0,false
U-c362a1,A-91e948,S-92ae0a,2024-01-23,feature_26,8,3128,0,false
U-682795,A-91e948,S-92ae0a,2023-11-09,feature_6,10,1440,0,false
U-d84695,A-91e948,S-92ae0a,2023-09-25,feature_17,13,5902,3,false
U-8d53f5,A-91e948,S-92ae0a,2024-05-25,feature_34,14,7168,2,false
U-4628cf,A-91e948,S-92ae0a,2024-04-20,feature_34,10,2510,2,false
U-fa3c32,A-91e948,S-a24476,2024-02-02,feature_25,5,2095,1,false
U-e8b722,A-91e948,S-a24476,2023-10-23,feature_20,13,5291,0,false
U-d53ea8,A-91e948,S-a24476,2024-12-26,feature_28,10,3280,0,false
U-c8293c,A-91e948,S-c14b9d,2024-03-11,feature_17,7,756,2,false
U-bb4359,A-91e948,S-c14b9d,2024-06-15,feature_36,14,2646,0,false
U-00ffe9,A-91e948,S-c14b9d,2023-11-24,feature_10,13,2990,0,false
U-1da68f,A-91e948,S-e2e052,2023-11-25,feature_15,3,1287,0,false
U-e14743,A-91e948,S-e2e052,2024-12-20,feature_7,11,3663,0,false
U-3497c0,A-91e948,S-e2e052,2024-10-04,feature_33,7,3227,0,false
U-8318da,A-91e948,S-e2e052,2024-03-25,feature_25,21,777,0,false
U-6ab76f,A-91e948,S-e2e052,2024-10-24,feature_32,12,5868,0,false
U-0c03db,A-9208f0,S-15a058,2024-05-13,feature_28,11,4026,1,false
U-146e07,A-9208f0,S-15a058,2023-08-09,feature_14,10,150,1,false
U-6e2707,A-9208f0,S-15a058,2024-01-20,feature_11,13,5330,0,false
U-895cf6,A-9208f0,S-15a058,2024-10-13,feature_3,7,1134,0,false
U-f8246d,A-9208f0,S-15a058,2024-05-23,feature_28,8,936,1,false
U-791efc,A-9208f0,S-15a058,2024-09-13,feature_15,7,2709,0,false
U-504c3e,A-9208f0,S-15a058,2023-10-18,feature_37,10,4170,0,true
U-c37946,A-9208f0,S-15a058,2024-03-21,feature_10,6,3234,0,false
U-6fe5b7,A-9208f0,S-15a058,2024-06-30,feature_29,16,9088,0,false
U-2647db,A-9208f0,S-15a058,2024-06-30,feature_40,16,912,3,false
U-674771,A-9208f0,S-2f07f6,2023-08-24,feature_19,15,1935,0,false
U-a36feb,A-9208f0,S-2f07f6,2023-09-15,feature_21,10,2440,0,false
U-574d29,A-9208f0,S-2f07f6,2024-04-05,feature_29,7,3822,1,false
U-10c3ef,A-9208f0,S-2f07f6,2024-02-19,feature_28,16,560,1,false
U-c1977a,A-9208f0,S-2f07f6,2024-03-21,feature_12,8,2624,2,false
U-d1a648,A-9208f0,S-2f07f6,2024-12-11,feature_22,13,1196,0,false
U-8dee20,A-9208f0,S-2f07f6,2023-12-09,feature_14,9,1008,2,false
U-658f5e,A-9208f0,S-4c9107,2024-08-21,feature_11,14,5936,0,false
U-2167b8,A-9208f0,S-4c9107,2024-08-19,feature_26,6,1722,2,true
U-6cf274,A-9208f0,S-4c9107,2023-06-06,feature_25,7,3136,0,false
U-d397c3,A-9208f0,S-4c9107,2024-07-16,feature_9,12,1308,1,false
U-0086d8,A-9208f0,S-4c9107,2024-06-16,feature_34,11,5357,0,false
U-7ad188,A-9208f0,S-4c9107,2024-01-13,feature_30,12,3516,0,false
U-71f0b5,A-9208f0,S-4c9107,2024-11-09,feature_31,15,1395,4,true
U-909aed,A-9208f0,S-5d343c,2023-11-17,feature_16,7,273,0,false
U-b1a2fe,A-9208f0,S-5d343c,2024-06-12,feature_15,14,4256,0,false
U-8b3f62,A-9208f0,S-5d343c,2023-07-08,feature_7,6,2034,0,false
U-643187,A-9208f0,S-5d343c,2024-11-17,feature_9,15,9000,0,false
U-6ffe43,A-9208f0,S-92dede,2024-04-05,feature_29,13,2405,0,false
U-e7b940,A-9208f0,S-92dede,2024-09-05,feature_7,4,740,2,false
U-647164,A-9208f0,S-92dede,2024-06-03,feature_8,9,1611,0,false
U-c82797,A-9208f0,S-92dede,2024-04-26,feature_9,10,5030,0,false
U-67013d,A-9208f0,S-c7c366,2024-05-14,feature_8,18,9558,0,false
U-fcbef6,A-9208f0,S-c7c366,2023-10-17,feature_30,5,285,0,true
U-162604,A-9208f0,S-c7c366,2023-11-24,feature_29,7,2968,0,false
U-841e8f,A-9208f0,S-e5fdf9,2024-01-12,feature_21,6,2544,2,false
U-c1d9ae,A-9208f0,S-e5fdf9,2023-12-22,feature_5,11,1518,1,false
U-f856f9,A-9208f0,S-e5fdf9,2024-06-10,feature_34,8,2472,0,false
U-159d83,A-9208f0,S-eabdce,2024-09-06,feature_12,8,1992,0,false
U-49a4bd,A-9208f0,S-eabdce,2023-05-25,feature_1,7,2625,0,false
U-a5e83b,A-9208f0,S-eabdce,2024-03-02,feature_32,10,2260,2,false
U-6d1163,A-9208f0,S-eabdce,2024-01-28,feature_39,14,4326,0,false
U-37e991,A-9208f0,S-eabdce,2024-06-06,feature_11,9,4662,0,false
U-b98736,A-9208f0,S-eabdce,2024-05-16,feature_29,8,1416,1,false
U-c98875,A-9208f0,S-eabdce,2023-10-21,feature_21,12,5580,0,false
U-902af6,A-9208f0,S-eabdce,2024-01-24,feature_23,8,2848,1,false
U-b2dfc4,A-922109,S-1cf9b0,2024-12-11,feature_6,11,6050,0,false
U-5165c2,A-922109,S-1cf9b0,2024-05-16,feature_35,12,2784,0,false
U-b6cacd,A-922109,S-1cf9b0,2024-07-02,feature_18,12,6648,0,false
U-24f729,A-922109,S-1cf9b0,2024-11-10,feature_35,8,1560,0,false
U-6673a1,A-922109,S-1cf9b0,2024-11-15,feature_17,10,3820,0,false
U-cdb62c,A-922109,S-2d494e,2024-07-22,feature_18,15,6810,0,false
U-da6922,A-922109,S-2d494e,2024-11-21,feature_7,13,2353,0,false
U-1272cc,A-922109,S-389426,2024-08-01,feature_8,6,3540,0,false
U-68521e,A-922109,S-389426,2024-07-18,feature_3,12,4500,0,false
U-41ad15,A-922109,S-389426,2024-05-27,feature_19,15,2055,1,false
U-2e10ef,A-922109,S-389426,2024-06-21,feature_27,11,1639,0,false
U-9e62ef,A-922109,S-3df0c3,2024-11-05,feature_1,7,3283,0,false
U-96f031,A-922109,S-3df0c3,2024-10-12,feature_26,9,4950,0,false
U-a57d01,A-922109,S-3df0c3,2024-09-25,feature_13,10,5530,0,false
U-da6148,A-922109,S-4f56f5,2024-08-09,feature_26,11,803,0,false
U-74328f,A-922109,S-4f56f5,2024-12-21,feature_7,13,403,1,false
U-934497,A-922109,S-4f56f5,2024-06-05,feature_15,11,6259,0,false
U-8c491b,A-922109,S-4f56f5,2024-08-15,feature_29,8,3568,0,false
U-d8dac7,A-922109,S-4f56f5,2024-05-01,feature_23,13,7124,0,false
U-aa4b37,A-922109,S-5c4ef1,2024-08-13,feature_14,18,10350,1,false
U-3dd799,A-922109,S-5c4ef1,2024-05-28,feature_37,14,490,1,false
U-da0578,A-922109,S-5c4ef1,2024-06-24,feature_10,9,4419,1,false
U-2fd797,A-922109,S-6cb472,2024-09-23,feature_27,6,2580,0,false
U-0f2266,A-922109,S-84e658,2024-04-29,feature_3,10,170,0,false
U-87df41,A-922109,S-84e658,2024-07-05,feature_14,15,4590,0,false
U-e1011d,A-922109,S-84e658,2024-04-15,feature_24,9,2250,0,false
U-593621,A-922109,S-8e5d9f,2024-06-03,feature_38,11,2310,0,false
U-7e3158,A-922109,S-8e5d9f,2024-04-18,feature_36,8,4536,0,false
U-c35149,A-922109,S-8e5d9f,2024-05-02,feature_33,5,1910,1,false
U-a1cb1c,A-922109,S-d75e1f,2024-09-10,feature_17,10,3490,1,false
U-22af7c,A-922109,S-d75e1f,2024-11-17,feature_37,11,6567,0,false
U-582231,A-922109,S-d75e1f,2024-09-27,feature_33,9,3294,0,false
U-0f7af5,A-922109,S-d75e1f,2024-11-04,feature_39,14,4956,1,false
U-b0a93e,A-922109,S-e5a001,2024-06-03,feature_13,11,3564,0,false
U-04a5ce,A-9289f6,S-294d8b,2024-07-20,feature_12,14,6776,2,false
U-a76528,A-9289f6,S-294d8b,2024-10-04,feature_33,8,1200,0,false
U-0fa408,A-9289f6,S-34512a,2023-12-04,feature_5,11,4070,1,false
U-0b26e5,A-9289f6,S-34512a,2024-07-14,feature_32,3,129,0,false
U-d81d22,A-9289f6,S-34512a,2023-08-09,feature_38,13,1989,0,false
U-22013e,A-9289f6,S-34512a,2024-07-13,feature_24,10,1640,0,false
U-22264a,A-9289f6,S-34512a,2024-01-19,feature_35,15,7275,0,true
U-34bc09,A-9289f6,S-95d15a,2024-09-04,feature_16,10,4120,0,false
U-1c7c50,A-9289f6,S-95d15a,2023-11-02,feature_17,13,6539,0,false
U-1c7b1d,A-9289f6,S-95d15a,2024-08-25,feature_23,9,3933,0,true
U-490fa0,A-9289f6,S-95d15a,2024-10-26,feature_21,9,4167,0,false
U-335c05,A-9289f6,S-95d15a,2023-12-03,feature_31,8,1232,0,false
U-700f5f,A-9289f6,S-95d15a,2024-11-23,feature_31,8,3712,0,false
U-18c15e,A-9289f6,S-95d15a,2024-11-29,feature_9,10,4260,0,false
U-644dee,A-9289f6,S-95d15a,2023-08-01,feature_19,12,4416,0,false
U-1511da,A-9289f6,S-9a41e6,2024-06-09,feature_8,9,4167,3,false
U-aa2798,A-9289f6,S-9a41e6,2024-01-22,feature_24,9,4185,3,false
U-79050b,A-9289f6,S-adbb41,2024-02-08,feature_16,9,2160,1,false
U-f8bf71,A-9289f6,S-adbb41,2024-07-02,feature_20,11,660,0,true
U-0a7592,A-9289f6,S-adbb41,2023-07-08,feature_27,10,3590,0,false
U-5c2ae2,A-9289f6,S-adbb41,2024-10-04,feature_23,10,4460,1,false
U-cb04d2,A-9289f6,S-adbb41,2024-11-23,feature_3,15,3795,0,false
U-7f863a,A-9289f6,S-ae20d8,2023-09-02,feature_11,10,4890,0,false
U-f57551,A-9289f6,S-ae20d8,2024-06-16,feature_25,15,2265,0,false
U-9c0af5,A-9289f6,S-b81c82,2023-08-14,feature_15,13,5083,0,false
U-cf5c77,A-9289f6,S-b81c82,2024-08-21,feature_8,10,3200,2,false
U-ec9257,A-9289f6,S-c1446e,2023-07-28,feature_37,11,781,1,true
U-3d7328,A-9289f6,S-c1446e,2024-10-04,feature_4,10,4070,1,false
U-324ddb,A-9289f6,S-c58ed5,2023-10-14,feature_35,3,48,0,false
U-36d605,A-9289f6,S-c58ed5,2024-08-24,feature_25,10,3660,1,false
U-8ef5f7,A-9289f6,S-c58ed5,2024-01-10,feature_23,12,5220,0,true
U-9194ea,A-9289f6,S-c58ed5,2024-05-28,feature_30,9,5157,0,false
U-3561cd,A-9289f6,S-c99814,2023-12-29,feature_26,11,1100,0,false
U-097e3f,A-9289f6,S-c99814,2024-02-23,feature_31,9,792,0,true
U-06de31,A-9289f6,S-c99814,2024-07-18,feature_28,8,3720,1,false
U-84eb45,A-9289f6,S-c99814,2024-05-12,feature_33,5,1130,2,false
U-493fa4,A-9289f6,S-c99814,2023-07-29,feature_22,9,2304,1,true
U-e0a9ea,A-9289f6,S-e768c6,2024-08-03,feature_11,7,2247,1,false
U-92a27e,A-9289f6,S-e768c6,2024-04-27,feature_8,13,689,0,false
U-09b67d,A-9289f6,S-e768c6,2024-04-12,feature_21,9,2268,3,false
U-918d6e,A-9289f6,S-e768c6,2024-11-20,feature_35,9,882,0,false
U-541a5a,A-9289f6,S-e77d56,2023-08-22,feature_35,8,1472,2,false
U-93f3ff,A-9289f6,S-e77d56,2024-11-15,feature_36,8,1056,0,false
U-89f4cb,A-9289f6,S-e77d56,2024-04-05,feature_9,4,508,1,false
U-7ccf6b,A-9289f6,S-e77d56,2024-02-19,feature_17,5,2970,0,false
U-62d7cf,A-92a333,S-195f9b,2023-11-16,feature_14,7,2492,0,false
U-c1290f,A-92a333,S-195f9b,2023-10-25,feature_27,11,506,0,false
U-ec462f,A-92a333,S-195f9b,2024-03-16,feature_37,8,720,0,false
U-5eaffe,A-92a333,S-195f9b,2024-11-02,feature_10,11,5500,2,false
U-6b674f,A-92a333,S-195f9b,2024-01-24,feature_21,4,2288,3,false
U-3ddaf4,A-92a333,S-195f9b,2024-01-26,feature_36,13,6942,2,false
U-b70b0e,A-92a333,S-24ecbf,2024-08-17,feature_13,12,1164,0,false
U-9442d4,A-92a333,S-24ecbf,2023-08-05,feature_32,19,1824,1,false
U-9f464e,A-92a333,S-24ecbf,2024-03-18,feature_22,6,288,0,false
U-ae1f3c,A-92a333,S-24ecbf,2024-10-11,feature_8,15,285,0,false
U-210691,A-92a333,S-7c635b,2024-09-27,feature_24,10,5920,0,false
U-039002,A-92a333,S-7c635b,2024-03-14,feature_38,12,1632,0,false
U-4336da,A-92a333,S-7c635b,2024-07-21,feature_21,3,696,5,false
U-5b74a9,A-92a333,S-7c635b,2024-04-12,feature_39,11,5038,0,false
U-1662fe,A-92a333,S-8b64df,2024-04-19,feature_31,12,2112,1,false
U-5e9ed1,A-92a333,S-8b64df,2024-11-04,feature_36,14,5936,2,false
U-51b50a,A-92a333,S-8b64df,2023-08-12,feature_39,9,3609,0,false
U-6e2999,A-92a333,S-8b64df,2024-09-23,feature_22,13,3380,4,false
U-dec91b,A-92a333,S-ec56f3,2024-12-20,feature_19,11,3927,0,false
U-5ecef4,A-92a333,S-ec56f3,2024-10-15,feature_3,5,2550,0,false
U-137023,A-92a333,S-ec56f3,2024-09-26,feature_31,10,2670,0,false
U-161a15,A-92a333,S-ec56f3,2024-10-16,feature_20,12,3552,5,false
U-60c4d3,A-92a333,S-f26ae0,2024-01-17,feature_39,6,1416,0,false
U-06b01a,A-92a333,S-f26ae0,2024-11-22,feature_6,11,3542,0,true
U-de1968,A-92a333,S-f26ae0,2023-10-04,feature_12,9,1404,0,false
U-fb152b,A-92a333,S-f26ae0,2023-11-03,feature_10,9,5391,0,false
U-dd8f0e,A-92a333,S-f26ae0,2023-11-21,feature_9,9,2844,0,false
U-5f90ab,A-92a333,S-f26ae0,2023-11-17,feature_27,9,5157,0,false
U-262515,A-92a3af,S-19858e,2024-08-04,feature_28,16,7664,0,false
U-a29960,A-92a3af,S-2a9676,2024-10-07,feature_1,5,2430,0,false
U-6e169b,A-92a3af,S-2a9676,2024-10-16,feature_24,13,5382,1,false
U-f1a2d7,A-92a3af,S-6a9918,2024-10-04,feature_34,16,6016,0,true
U-38b97c,A-92a3af,S-6a9918,2024-09-11,feature_19,11,5753,3,false
U-72f05d,A-92a3af,S-6a9918,2024-10-07,feature_21,12,3792,0,false
U-203a9d,A-92a3af,S-75c438,2024-11-12,feature_17,18,4788,0,false
U-ced704,A-92a3af,S-7d5bf1,2024-11-15,feature_22,9,333,0,false
U-60b42e,A-92a3af,S-7d5bf1,2024-08-15,feature_31,11,517,3,false
U-1d1766,A-92a3af,S-9a065e,2024-12-10,feature_3,8,4680,1,false
U-719324,A-92a3af,S-b18409,2024-11-20,feature_6,8,3592,0,false
U-a024cc,A-92a3af,S-c005ac,2024-11-14,feature_36,10,1880,1,false
U-e58f0e,A-92a3af,S-c005ac,2024-12-18,feature_21,11,880,0,false
U-f8fb8a,A-92a3af,S-c005ac,2024-08-16,feature_36,11,2585,0,false
U-77589a,A-92a3af,S-e874c1,2024-10-05,feature_8,7,2436,0,false
U-fae10a,A-940b8b,S-19abcf,2024-04-26,feature_29,12,4464,3,false
U-9de48e,A-940b8b,S-19abcf,2024-08-16,feature_32,9,2862,0,false
U-a26b47,A-940b8b,S-19abcf,2024-06-10,feature_34,11,4367,0,false
U-983b7c,A-940b8b,S-19abcf,2024-04-15,feature_2,8,176,0,false
U-e2c364,A-940b8b,S-b7cbc2,2024-05-24,feature_35,11,4367,0,false
U-5b1d95,A-940b8b,S-b7cbc2,2024-10-28,feature_34,11,4719,0,false
U-e0a491,A-940b8b,S-b7cbc2,2024-07-23,feature_32,9,783,4,false
U-a4889d,A-940b8b,S-b7cbc2,2024-08-23,feature_1,14,3836,2,false
U-6aeb8b,A-940b8b,S-df147d,2024-04-03,feature_26,12,4524,0,false
U-c1fad0,A-940b8b,S-df147d,2024-09-25,feature_8,11,1177,0,false
U-a48600,A-940b8b,S-df147d,2024-08-11,feature_37,8,256,0,false
U-f86b7c,A-940b8b,S-e002a1,2024-09-17,feature_15,8,4680,3,false
U-7b5cc1,A-94c3cd,S-3e6a40,2024-09-11,feature_31,14,5698,0,false
U-52342b,A-94c3cd,S-3e6a40,2024-04-21,feature_30,9,2574,1,false
U-fcbec8,A-94c3cd,S-3e6a40,2024-10-07,feature_24,7,3815,1,false
U-a09a37,A-94c3cd,S-5c2991,2024-09-01,feature_29,10,5860,0,false
U-b134e4,A-94c3cd,S-5c2991,2024-12-08,feature_4,14,5054,1,false
U-719b72,A-94c3cd,S-5c2991,2024-06-27,feature_40,8,3728,0,true
U-4966c2,A-94c3cd,S-5c2991,2024-05-14,feature_30,9,1107,0,false
U-16f88d,A-94c3cd,S-7501c9,2024-07-09,feature_21,11,1881,0,false
U-309374,A-94c3cd,S-7501c9,2024-06-08,feature_10,5,2750,0,false
U-7ce03e,A-94c3cd,S-7501c9,2024-12-11,feature_29,11,495,0,false
U-a1656d,A-94c3cd,S-7501c9,2024-03-23,feature_29,10,2440,0,false
U-bb40d5,A-94c3cd,S-91419b,2024-01-26,feature_28,14,3920,0,false
U-4cb46b,A-94c3cd,S-a5a9b8,2024-02-28,feature_32,7,3073,0,false
U-8132b0,A-94d3da,S-15609d,2024-03-10,feature_9,5,50,1,false
U-7b6b37,A-94d3da,S-15609d,2023-12-31,feature_8,8,1928,0,false
U-b3c2be,A-94d3da,S-207046,2023-12-02,feature_13,7,1316,0,false
U-acb3e8,A-94d3da,S-207046,2024-07-08,feature_11,7,2331,0,false
U-5ee6b3,A-94d3da,S-207046,2023-09-12,feature_32,8,2752,0,false
U-5270c9,A-94d3da,S-207046,2024-03-15,feature_29,7,238,0,false
U-27b02b,A-94d3da,S-244df8,2023-06-29,feature_3,8,4600,0,false
U-2cbc02,A-94d3da,S-244df8,2024-02-14,feature_27,10,2180,0,false
U-eaef9d,A-94d3da,S-244df8,2024-04-06,feature_15,9,5328,1,false
U-d4d5be,A-94d3da,S-32e8fa,2024-10-27,feature_23,10,1450,0,false
U-d2dec5,A-94d3da,S-32e8fa,2024-04-12,feature_9,7,2261,3,false
U-3b5416,A-94d3da,S-32e8fa,2024-11-18,feature_7,10,5020,0,false
U-1b0b15,A-94d3da,S-32e8fa,2023-12-18,feature_4,19,7638,0,false
U-5cb070,A-94d3da,S-3647aa,2024-10-11,feature_20,8,4488,1,false
U-888b61,A-94d3da,S-3647aa,2023-06-17,feature_16,6,948,0,false
U-2e90d7,A-94d3da,S-3647aa,2023-06-24,feature_35,11,1199,0,false
U-b97ca6,A-94d3da,S-3647aa,2024-09-17,feature_17,15,2700,0,false
U-d04e72,A-94d3da,S-3647aa,2023-07-23,feature_2,5,45,0,false
U-0ea257,A-94d3da,S-41b844,2023-07-02,feature_26,9,2142,0,false
U-f15de4,A-94d3da,S-5480a7,2024-04-15,feature_5,12,2700,1,false
U-0654cd,A-94d3da,S-5480a7,2024-10-06,feature_38,12,5064,0,false
U-3728eb,A-94d3da,S-5480a7,2024-03-15,feature_22,10,1110,1,false
U-6ef714,A-94d3da,S-5abbac,2023-08-31,feature_37,20,1780,3,true
U-954983,A-94d3da,S-5abbac,2024-07-21,feature_25,10,3430,0,false
U-9da1c3,A-94d3da,S-5abbac,2023-07-03,feature_20,8,2448,0,false
U-673627,A-94d3da,S-a7cab8,2023-10-13,feature_28,8,3240,1,false
U-e4e2e2,A-94d3da,S-a7cab8,2023-09-28,feature_40,13,7553,0,false
U-41b9db,A-94d3da,S-bb3c63,2023-06-11,feature_30,9,5067,1,false
U-c59470,A-94d3da,S-bb3c63,2023-08-02,feature_11,8,248,1,false
U-df4a74,A-94d3da,S-bb3c63,2024-04-01,feature_35,15,8550,0,false
U-6b035a,A-94d3da,S-bb3c63,2023-09-25,feature_32,8,320,1,false
U-4aba08,A-94d3da,S-bb3c63,2024-06-14,feature_25,10,5770,2,false
U-06a2be,A-94d3da,S-cb8654,2024-02-16,feature_14,9,1008,1,false
U-dec30c,A-94d3da,S-cb8654,2023-07-09,feature_40,8,3136,0,false
U-f18b99,A-94d3da,S-ffb6cc,2024-12-19,feature_5,11,693,0,true
U-e9098d,A-94d3da,S-ffb6cc,2023-09-16,feature_3,8,136,0,false
U-a7ee9e,A-94d3da,S-ffb6cc,2023-07-16,feature_6,8,4392,1,false
U-6edc3c,A-94d3da,S-ffb6cc,2024-01-14,feature_7,5,1765,0,false
U-c1ca12,A-94d3da,S-ffb6cc,2024-02-20,feature_22,15,8280,0,false
U-61e5db,A-94f8c9,S-0efb82,2024-06-24,feature_31,10,3470,1,false
U-586e9a,A-94f8c9,S-0efb82,2024-05-20,feature_2,7,3563,0,false
U-c4c583,A-94f8c9,S-1eb467,2024-05-15,feature_15,7,994,0,false
U-0cb61f,A-94f8c9,S-1eb467,2024-09-29,feature_13,9,1692,0,false
U-77a1c3,A-94f8c9,S-25ee09,2024-04-17,feature_2,15,270,0,false
U-25846f,A-94f8c9,S-25ee09,2024-05-31,feature_34,5,345,0,false
U-2451bf,A-94f8c9,S-525d6b,2024-10-12,feature_39,5,1230,2,false
U-3d879a,A-94f8c9,S-525d6b,2024-08-01,feature_6,10,2210,0,false
U-4ebc7f,A-94f8c9,S-525d6b,2024-06-28,feature_24,16,4768,0,false
U-56f476,A-94f8c9,S-54daa5,2024-09-09,feature_36,6,1548,0,false
U-3c9144,A-94f8c9,S-54daa5,2024-10-20,feature_31,5,2480,0,false
U-330a8f,A-94f8c9,S-54daa5,2024-04-26,feature_17,11,2640,0,false
U-e2895b,A-94f8c9,S-54daa5,2024-10-09,feature_7,11,2574,0,false
U-eb65d6,A-94f8c9,S-55ef07,2024-11-01,feature_36,8,3552,0,false
U-3f7403,A-94f8c9,S-55ef07,2024-10-07,feature_2,3,1425,3,false
U-bf8f74,A-94f8c9,S-55ef07,2024-12-03,feature_40,9,4302,0,true
U-28cc85,A-94f8c9,S-59be40,2024-10-25,feature_1,6,738,3,false
U-44d6d9,A-94f8c9,S-59be40,2024-04-13,feature_13,7,1995,1,true
U-47c5f6,A-94f8c9,S-6e4c1a,2024-07-17,feature_25,6,174,2,false
U-715ab9,A-94f8c9,S-6e4c1a,2024-10-01,feature_26,13,507,3,false
U-1de9bd,A-94f8c9,S-89e27e,2024-10-19,feature_24,12,2640,1,false
U-1b34fe,A-94f8c9,S-89e27e,2024-09-07,feature_34,8,456,1,false
U-076c61,A-94f8c9,S-abff7d,2024-11-04,feature_14,10,3360,1,false
U-9d98d6,A-94f8c9,S-abff7d,2024-09-28,feature_36,4,1376,3,false
U-7db377,A-94f8c9,S-cc3f3d,2024-08-17,feature_19,8,1736,0,true
U-811225,A-94f8c9,S-ccdf41,2024-06-18,feature_35,12,4308,1,false
U-0cae59,A-94f8c9,S-d0bab8,2024-10-12,feature_18,9,846,0,false
U-795b08,A-956988,S-ccf9c8,2024-12-01,feature_6,7,770,2,true
U-e5c767,A-956988,S-f9df40,2024-12-24,feature_1,8,544,4,true
U-494f2a,A-95b24a,S-0865f1,2024-01-07,feature_35,15,1920,0,false
U-fbc11b,A-95b24a,S-0865f1,2023-07-21,feature_30,10,2900,0,false
U-b200d0,A-95b24a,S-0865f1,2023-07-29,feature_31,6,3474,0,false
U-0b4dc7,A-95b24a,S-0ed7be,2023-07-24,feature_10,10,1550,0,false
U-fb3006,A-95b24a,S-0ed7be,2024-10-01,feature_18,7,1568,0,false
U-d84d14,A-95b24a,S-1f505e,2024-11-09,feature_6,5,150,0,false
U-516493,A-95b24a,S-1f505e,2023-07-21,feature_19,9,4338,0,false
U-ec28e4,A-95b24a,S-1f505e,2024-04-25,feature_8,10,1860,0,false
U-c127a9,A-95b24a,S-1f505e,2024-10-16,feature_16,12,6768,0,false
U-31c458,A-95b24a,S-1f505e,2024-09-22,feature_18,8,216,0,false
U-005cf0,A-95b24a,S-209456,2023-10-26,feature_9,12,1824,2,false
U-c68894,A-95b24a,S-209456,2023-12-05,feature_13,12,1128,0,false
U-cb8e36,A-95b24a,S-209456,2024-06-13,feature_11,16,7248,2,false
U-1789b9,A-95b24a,S-209456,2024-08-15,feature_12,6,912,0,false
U-c073c4,A-95b24a,S-2877e6,2024-12-31,feature_5,11,3740,0,true
