reporting_month,account_id,account_status,plan_tier,mrr_amount,usage_flag
2024-04-01,A-7c4956,active,Enterprise,995,true
2024-05-01,A-7c4956,active,Enterprise,995,true
2024-06-01,A-7c4956,active,Enterprise,995,true
2024-07-01,A-7c4956,active,Enterprise,995,true
2024-08-01,A-7c4956,active,Enterprise,1194,true
2024-09-01,A-7c4956,active,Enterprise,1194,true
2024-10-01,A-7c4956,active,Enterprise,1194,true
2024-11-01,A-7c4956,active,Enterprise,1194,true
2024-12-01,A-7c4956,active,Basic,513,true
2024-03-01,A-7c5768,active,Enterprise,995,true
2024-04-01,A-7c5768,active,Enterprise,995,true
2024-05-01,A-7c5768,active,Basic,152,true
2024-06-01,A-7c5768,active,Basic,152,true
2024-07-01,A-7c5768,active,Basic,57,true
2024-08-01,A-7c5768,active,Basic,57,true
2024-09-01,A-7c5768,active,Pro,1178,false
2024-10-01,A-7c5768,active,Basic,57,true
2024-11-01,A-7c5768,active,Basic,950,true
2024-12-01,A-7c5768,active,Enterprise,950,true
2024-12-01,A-7c6b6b,active,Pro,1127,true
2024-05-01,A-7c83a1,active,Enterprise,2388,true
2024-06-01,A-7c83a1,active,Enterprise,5174,true
2024-07-01,A-7c83a1,active,Basic,228,true
2024-08-01,A-7c83a1,active,Basic,228,true
2024-09-01,A-7c83a1,active,Pro,588,true
2024-10-01,A-7c83a1,active,Pro,588,true
2024-11-01,A-7c83a1,active,Basic,228,false
2024-12-01,A-7c83a1,active,Pro,1176,true
2024-07-01,A-7cfe77,active,Pro,3381,false
2024-08-01,A-7cfe77,active,Pro,3381,false
2024-09-01,A-7cfe77,active,Pro,3381,true
2024-10-01,A-7cfe77,active,Pro,3381,true
2024-11-01,A-7cfe77,active,Pro,3381,false
2024-12-01,A-7cfe77,active,Basic,1311,true
2024-02-01,A-7d514c,trial,Enterprise,0,true
2024-03-01,A-7d514c,active,Basic,323,false
2024-04-01,A-7d514c,active,Enterprise,6766,true
2024-05-01,A-7d514c,active,Enterprise,6766,true
2024-06-01,A-7d514c,active,Pro,833,true
2024-07-01,A-7d514c,active,Enterprise,8557,true
2024-08-01,A-7d514c,active,Enterprise,8557,true
2024-09-01,A-7d514c,active,Basic,3383,true
2024-10-01,A-7d514c,active,Basic,3383,true
2024-11-01,A-7d514c,active,Pro,1029,true
2024-12-01,A-7d514c,active,Enterprise,3383,true
2024-06-01,A-7da956,trial,Enterprise,0,true
2024-07-01,A-7da956,active,Basic,247,true
2024-08-01,A-7da956,active,Basic,247,true
2024-09-01,A-7da956,active,Enterprise,2786,true
2024-10-01,A-7da956,active,Pro,2587,true
2024-11-01,A-7da956,active,Enterprise,2985,true
2024-12-01,A-7da956,active,Enterprise,2985,true
2024-09-01,A-7dacce,active,Enterprise,2587,true
2024-10-01,A-7dacce,active,Enterprise,2587,true
2024-11-01,A-7dacce,active,Enterprise,13333,true
2024-12-01,A-7dacce,active,Pro,13333,true
2023-02-01,A-7df7a7,active,Pro,343,true
2023-03-01,A-7df7a7,active,Basic,343,true
2023-04-01,A-7df7a7,active,Basic,343,true
2023-05-01,A-7df7a7,active,Basic,343,true
2023-06-01,A-7df7a7,active,Enterprise,8955,true
2023-07-01,A-7df7a7,active,Enterprise,8955,true
2023-08-01,A-7df7a7,active,Enterprise,8955,true
2023-09-01,A-7df7a7,active,Pro,343,true
2023-10-01,A-7df7a7,active,Enterprise,2587,true
2023-11-01,A-7df7a7,active,Enterprise,2587,true
2023-12-01,A-7df7a7,active,Enterprise,2985,true
2024-01-01,A-7df7a7,active,Enterprise,2985,true
2024-02-01,A-7df7a7,active,Enterprise,2985,true
2024-03-01,A-7df7a7,active,Pro,343,true
2024-04-01,A-7df7a7,active,Basic,133,true
2024-05-01,A-7df7a7,active,Enterprise,1393,true
2024-06-01,A-7df7a7,active,Enterprise,1393,true
2024-07-01,A-7df7a7,active,Enterprise,1393,true
2024-08-01,A-7df7a7,active,Enterprise,1393,true
2024-09-01,A-7df7a7,active,Enterprise,1393,true
2024-10-01,A-7df7a7,active,Enterprise,1393,true
2024-11-01,A-7df7a7,active,Basic,133,true
2024-12-01,A-7df7a7,active,Enterprise,5970,true
2023-11-01,A-7e0a10,active,Basic,874,false
2023-12-01,A-7e0a10,active,Basic,874,true
2024-01-01,A-7e0a10,active,Basic,874,true
2024-02-01,A-7e0a10,active,Enterprise,9154,true
2024-03-01,A-7e0a10,active,Enterprise,9154,true
2024-04-01,A-7e0a10,active,Enterprise,9154,true
2024-05-01,A-7e0a10,active,Enterprise,9154,true
2024-06-01,A-7e0a10,active,Basic,874,false
2024-07-01,A-7e0a10,active,Basic,874,true
2024-08-01,A-7e0a10,active,Basic,874,true
2024-09-01,A-7e0a10,active,Basic,874,true
2024-10-01,A-7e0a10,active,Basic,874,true
2024-11-01,A-7e0a10,active,Basic,874,true
2024-12-01,A-7e0a10,active,Enterprise,13930,true
2024-09-01,A-7f29a7,active,Basic,779,false
2024-10-01,A-7f29a7,active,Pro,2009,true
2024-11-01,A-7f29a7,active,Pro,2009,true
2024-12-01,A-7f29a7,active,Basic,779,true
2023-03-01,A-7f4db3,active,Pro,196,true
2023-04-01,A-7f4db3,active,Basic,196,true
2023-05-01,A-7f4db3,active,Basic,196,true
2023-06-01,A-7f4db3,active,Basic,196,true
2023-07-01,A-7f4db3,active,Pro,343,true
2023-08-01,A-7f4db3,active,Pro,343,true
2023-09-01,A-7f4db3,active,Pro,343,true
2023-10-01,A-7f4db3,active,Pro,294,true
2023-11-01,A-7f4db3,active,Pro,294,true
2023-12-01,A-7f4db3,active,Pro,294,true
2024-01-01,A-7f4db3,active,Pro,294,true
2024-02-01,A-7f4db3,active,Pro,294,true
2024-03-01,A-7f4db3,active,Pro,784,true
2024-04-01,A-7f4db3,active,Pro,784,true
2024-05-01,A-7f4db3,active,Pro,784,true
2024-06-01,A-7f4db3,active,Enterprise,8955,false
2024-07-01,A-7f4db3,active,Enterprise,8955,true
2024-08-01,A-7f4db3,active,Pro,3871,true
2024-09-01,A-7f4db3,active,Enterprise,3871,true
2024-10-01,A-7f4db3,trial,Basic,0,true
2024-11-01,A-7f4db3,active,Enterprise,3582,true
2024-12-01,A-7f4db3,churned,Enterprise,4776,true
2023-08-01,A-7f6b86,trial,Pro,0,false
2023-09-01,A-7f6b86,trial,Pro,0,true
2023-10-01,A-7f6b86,active,Pro,2891,true
2023-11-01,A-7f6b86,active,Pro,2891,true
2023-12-01,A-7f6b86,active,Pro,2891,true
2024-01-01,A-7f6b86,active,Pro,2205,true
2024-02-01,A-7f6b86,active,Pro,2205,true
2024-03-01,A-7f6b86,active,Pro,2205,true
2024-04-01,A-7f6b86,active,Pro,2205,true
2024-05-01,A-7f6b86,active,Basic,855,true
2024-06-01,A-7f6b86,active,Basic,855,false
2024-07-01,A-7f6b86,active,Pro,855,true
2024-08-01,A-7f6b86,active,Pro,855,true
2024-09-01,A-7f6b86,active,Enterprise,11741,false
2024-10-01,A-7f6b86,active,Enterprise,11741,true
2024-11-01,A-7f6b86,active,Enterprise,11741,false
2024-12-01,A-7f6b86,active,Basic,855,true
2023-03-01,A-7f8241,active,Basic,646,false
2023-04-01,A-7f8241,active,Basic,646,true
2023-05-01,A-7f8241,active,Basic,646,true
2023-06-01,A-7f8241,active,Enterprise,6766,false
2023-07-01,A-7f8241,active,Pro,1666,true
2023-08-01,A-7f8241,active,Pro,1666,false
2023-09-01,A-7f8241,active,Pro,1666,true
2023-10-01,A-7f8241,active,Enterprise,6766,true
2023-11-01,A-7f8241,active,Enterprise,6766,true
2023-12-01,A-7f8241,active,Basic,646,true
2024-01-01,A-7f8241,active,Basic,1140,true
2024-02-01,A-7f8241,active,Basic,1140,true
2024-03-01,A-7f8241,active,Basic,1140,true
2024-04-01,A-7f8241,active,Basic,1140,true
2024-05-01,A-7f8241,active,Basic,1140,true
2024-06-01,A-7f8241,active,Enterprise,7164,true
2024-07-01,A-7f8241,active,Enterprise,7164,true
2024-08-01,A-7f8241,active,Pro,1666,true
2024-09-01,A-7f8241,active,Pro,1666,true
2024-10-01,A-7f8241,active,Basic,646,true
2024-11-01,A-7f8241,active,Basic,646,true
2024-12-01,A-7f8241,active,Enterprise,6766,true
2023-07-01,A-80eeb6,active,Basic,646,true
2023-08-01,A-80eeb6,active,Enterprise,13532,true
2023-09-01,A-80eeb6,active,Enterprise,13532,true
2023-10-01,A-80eeb6,active,Basic,418,true
2023-11-01,A-80eeb6,active,Basic,418,true
2023-12-01,A-80eeb6,active,Basic,418,true
2024-01-01,A-80eeb6,active,Basic,418,true
2024-02-01,A-80eeb6,active,Enterprise,4378,true
2024-03-01,A-80eeb6,active,Enterprise,4378,true
2024-04-01,A-80eeb6,active,Enterprise,12935,true
2024-05-01,A-80eeb6,active,Enterprise,17711,true
2024-06-01,A-80eeb6,active,Enterprise,17711,true
2024-07-01,A-80eeb6,active,Enterprise,17711,true
2024-08-01,A-80eeb6,active,Enterprise,17711,false
2024-09-01,A-80eeb6,active,Pro,1225,true
2024-10-01,A-80eeb6,active,Pro,1078,true
2024-11-01,A-80eeb6,active,Basic,418,true
2024-12-01,A-80eeb6,churned,Enterprise,4378,true
2024-04-01,A-812c5b,trial,Pro,0,true
2024-05-01,A-812c5b,active,Pro,6370,true
2024-06-01,A-812c5b,trial,Basic,0,true
2024-07-01,A-812c5b,active,Basic,1045,true
2024-08-01,A-812c5b,active,Basic,1045,true
2024-09-01,A-812c5b,active,Basic,1045,true
2024-10-01,A-812c5b,active,Basic,1045,true
2024-11-01,A-812c5b,active,Basic,1045,true
2024-12-01,A-812c5b,active,Pro,2695,true
2023-08-01,A-8145a0,active,Enterprise,796,true
2023-09-01,A-8145a0,active,Enterprise,4776,true
2023-10-01,A-8145a0,active,Basic,836,true
2023-11-01,A-8145a0,active,Enterprise,1791,true
2023-12-01,A-8145a0,active,Enterprise,1791,true
2024-01-01,A-8145a0,active,Basic,190,true
2024-02-01,A-8145a0,active,Enterprise,4975,true
2024-03-01,A-8145a0,active,Enterprise,398,true
2024-04-01,A-8145a0,active,Enterprise,398,true
2024-05-01,A-8145a0,active,Basic,398,true
2024-06-01,A-8145a0,active,Basic,398,true
2024-07-01,A-8145a0,active,Basic,398,true
2024-08-01,A-8145a0,active,Enterprise,2388,true
2024-09-01,A-8145a0,active,Basic,228,true
2024-10-01,A-8145a0,active,Basic,228,true
2024-11-01,A-8145a0,active,Basic,228,true
2024-12-01,A-8145a0,active,Basic,285,true
2023-11-01,A-81edc3,active,Enterprise,995,true
2023-12-01,A-81edc3,active,Enterprise,995,true
2024-01-01,A-81edc3,active,Pro,882,true
2024-02-01,A-81edc3,active,Enterprise,882,true
2024-03-01,A-81edc3,active,Enterprise,882,true
2024-04-01,A-81edc3,active,Enterprise,882,true
2024-05-01,A-81edc3,active,Enterprise,882,true
2024-06-01,A-81edc3,active,Pro,2009,true
2024-07-01,A-81edc3,active,Pro,245,true
2024-08-01,A-81edc3,active,Pro,245,true
2024-09-01,A-81edc3,active,Enterprise,8756,true
2024-10-01,A-81edc3,active,Enterprise,8756,true
2024-11-01,A-81edc3,active,Enterprise,995,true
2024-12-01,A-81edc3,active,Enterprise,995,true
2024-05-01,A-82861f,active,Enterprise,8159,true
2024-06-01,A-82861f,active,Enterprise,8159,true
2024-07-01,A-82861f,active,Basic,779,true
2024-08-01,A-82861f,active,Basic,779,true
2024-09-01,A-82861f,active,Basic,779,true
2024-10-01,A-82861f,active,Pro,2009,true
2024-11-01,A-82861f,active,Enterprise,8159,true
2024-12-01,A-82861f,active,Enterprise,8159,true
2024-12-01,A-82d8a6,churned,Pro,245,true
2024-01-01,A-832ec2,trial,Basic,0,true
2024-02-01,A-832ec2,active,Enterprise,3781,true
2024-03-01,A-832ec2,active,Basic,95,true
2024-04-01,A-832ec2,active,Basic,228,true
2024-05-01,A-832ec2,active,Basic,228,true
2024-06-01,A-832ec2,active,Basic,228,true
2024-07-01,A-832ec2,active,Basic,589,true
2024-08-01,A-832ec2,active,Basic,589,true
2024-09-01,A-832ec2,active,Pro,589,true
2024-10-01,A-832ec2,active,Pro,589,true
2024-11-01,A-832ec2,active,Enterprise,4378,true
2024-12-01,A-832ec2,active,Enterprise,4378,true
2023-05-01,A-84ebe4,active,Basic,342,true
2023-06-01,A-84ebe4,active,Enterprise,3582,true
2023-07-01,A-84ebe4,active,Enterprise,3582,true
2023-08-01,A-84ebe4,active,Enterprise,4179,true
2023-09-01,A-84ebe4,active,Enterprise,4179,true
2023-10-01,A-84ebe4,active,Enterprise,4179,true
2023-11-01,A-84ebe4,active,Enterprise,4179,true
2023-12-01,A-84ebe4,active,Enterprise,4179,false
2024-01-01,A-84ebe4,active,Enterprise,4179,true
2024-02-01,A-84ebe4,active,Pro,882,true
2024-03-01,A-84ebe4,active,Pro,1666,true
2024-04-01,A-84ebe4,active,Pro,882,true
2024-05-01,A-84ebe4,active,Pro,882,true
2024-06-01,A-84ebe4,active,Enterprise,882,true
2024-07-01,A-84ebe4,active,Enterprise,882,true
2024-08-01,A-84ebe4,active,Enterprise,8955,true
2024-09-01,A-84ebe4,active,Enterprise,8955,true
2024-10-01,A-84ebe4,active,Enterprise,8955,true
2024-11-01,A-84ebe4,active,Enterprise,7164,true
2024-12-01,A-84ebe4,active,Enterprise,7164,true
2024-12-01,A-854864,active,Pro,980,true
2024-01-01,A-855a48,active,Enterprise,7960,false
2024-02-01,A-855a48,active,Pro,1519,true
2024-03-01,A-855a48,active,Enterprise,2786,true
2024-04-01,A-855a48,active,Enterprise,2786,true
2024-05-01,A-855a48,active,Enterprise,5373,true
2024-06-01,A-855a48,active,Basic,266,true
2024-07-01,A-855a48,active,Enterprise,11940,true
2024-08-01,A-855a48,active,Enterprise,11940,true
2024-09-01,A-855a48,active,Enterprise,11940,true
2024-10-01,A-855a48,active,Enterprise,11940,false
2024-11-01,A-855a48,active,Enterprise,11940,true
2024-12-01,A-855a48,active,Enterprise,11940,false
2023-11-01,A-856b1e,active,Pro,931,false
2023-12-01,A-856b1e,active,Pro,1225,false
2024-01-01,A-856b1e,active,Pro,931,true
2024-02-01,A-856b1e,active,Pro,1764,true
2024-03-01,A-856b1e,active,Pro,1764,false
2024-04-01,A-856b1e,active,Pro,1764,true
2024-05-01,A-856b1e,active,Pro,1764,false
2024-06-01,A-856b1e,active,Pro,1764,true
2024-07-01,A-856b1e,active,Pro,1764,true
2024-08-01,A-856b1e,active,Pro,1764,true
2024-09-01,A-856b1e,active,Pro,1764,true
2024-10-01,A-856b1e,active,Basic,1764,true
2024-11-01,A-856b1e,active,Basic,1764,true
2024-12-01,A-856b1e,active,Basic,1764,true
2023-07-01,A-86902e,trial,Basic,0,false
2023-08-01,A-86902e,trial,Basic,0,false
2023-09-01,A-86902e,trial,Basic,0,true
2023-10-01,A-86902e,trial,Basic,0,true
2023-11-01,A-86902e,active,Basic,646,true
2023-12-01,A-86902e,active,Basic,646,true
2024-01-01,A-86902e,active,Basic,646,false
2024-02-01,A-86902e,active,Basic,646,true
2024-03-01,A-86902e,active,Basic,646,true
2024-04-01,A-86902e,active,Enterprise,6766,true
2024-05-01,A-86902e,active,Pro,1666,true
2024-06-01,A-86902e,active,Enterprise,6766,true
2024-07-01,A-86902e,active,Enterprise,6766,true
2024-08-01,A-86902e,active,Enterprise,6766,true
2024-09-01,A-86902e,active,Enterprise,6766,true
2024-10-01,A-86902e,active,Enterprise,6766,true
2024-11-01,A-86902e,active,Basic,646,true
2024-12-01,A-86902e,active,Enterprise,6766,true
2024-10-01,A-86cdb4,active,Pro,147,true
2024-11-01,A-86cdb4,active,Pro,882,true
2024-12-01,A-86cdb4,active,Basic,323,true
2024-08-01,A-86fc1d,active,Enterprise,5572,true
2024-09-01,A-86fc1d,active,Enterprise,5572,true
2024-10-01,A-86fc1d,active,Basic,494,false
2024-11-01,A-86fc1d,active,Enterprise,5174,true
2024-12-01,A-86fc1d,trial,Basic,0,true
2024-05-01,A-87aa7b,active,Pro,1323,true
2024-06-01,A-87aa7b,active,Pro,1176,true
2024-07-01,A-87aa7b,active,Enterprise,1064,true
2024-08-01,A-87aa7b,active,Pro,1176,true
2024-09-01,A-87aa7b,active,Enterprise,4776,true
2024-10-01,A-87aa7b,active,Enterprise,4776,true
2024-11-01,A-87aa7b,active,Basic,456,true
2024-12-01,A-87aa7b,active,Pro,2499,true
2024-04-01,A-883b7d,active,Basic,589,false
2024-05-01,A-883b7d,active,Enterprise,4975,true
2024-06-01,A-883b7d,active,Enterprise,4975,true
2024-07-01,A-883b7d,active,Enterprise,4975,true
2024-08-01,A-883b7d,active,Enterprise,9950,true
2024-09-01,A-883b7d,active,Enterprise,9950,true
2024-10-01,A-883b7d,active,Enterprise,9950,true
2024-11-01,A-883b7d,active,Enterprise,9950,true
2024-12-01,A-883b7d,active,Enterprise,9950,true
2024-11-01,A-88c6ca,active,Enterprise,995,true
2024-12-01,A-88c6ca,active,Pro,1127,true
2024-10-01,A-89ee83,active,Basic,513,false
2024-11-01,A-89ee83,active,Pro,98,true
2024-12-01,A-89ee83,active,Enterprise,3582,true
2024-02-01,A-8adedc,active,Enterprise,11343,false
2024-03-01,A-8adedc,active,Enterprise,2786,true
2024-04-01,A-8adedc,active,Enterprise,2786,true
2024-05-01,A-8adedc,active,Enterprise,95,true
2024-06-01,A-8adedc,active,Basic,361,true
2024-07-01,A-8adedc,active,Enterprise,3184,true
2024-08-01,A-8adedc,active,Basic,418,true
2024-09-01,A-8adedc,active,Pro,3332,true
2024-10-01,A-8adedc,active,Pro,3332,false
2024-11-01,A-8adedc,active,Pro,3332,true
2024-12-01,A-8adedc,active,Pro,3332,true
2024-06-01,A-8ae05d,active,Basic,1634,false
2024-07-01,A-8ae05d,active,Basic,1634,false
2024-08-01,A-8ae05d,active,Basic,1634,true
2024-09-01,A-8ae05d,active,Basic,1634,false
2024-10-01,A-8ae05d,active,Basic,1634,true
2024-11-01,A-8ae05d,active,Enterprise,17114,true
2024-12-01,A-8ae05d,active,Enterprise,4214,true
2024-07-01,A-8ae3fc,active,Basic,589,false
2024-08-01,A-8ae3fc,active,Pro,1029,true
2024-09-01,A-8ae3fc,active,Pro,441,true
2024-10-01,A-8ae3fc,active,Enterprise,441,true
2024-11-01,A-8ae3fc,active,Basic,171,true
2024-12-01,A-8ae3fc,active,Basic,380,true
2024-09-01,A-8b0451,active,Basic,779,true
2024-10-01,A-8b0451,active,Basic,779,true
2024-11-01,A-8b0451,active,Enterprise,8159,true
2024-12-01,A-8b0451,active,Enterprise,8159,true
2024-02-01,A-8b25f2,trial,Enterprise,0,true
2024-03-01,A-8b25f2,active,Pro,294,true
2024-04-01,A-8b25f2,active,Pro,294,true
2024-05-01,A-8b25f2,active,Pro,588,true
2024-06-01,A-8b25f2,active,Pro,588,true
2024-07-01,A-8b25f2,active,Basic,114,true
2024-08-01,A-8b25f2,active,Basic,114,true
2024-09-01,A-8b25f2,active,Basic,190,true
2024-10-01,A-8b25f2,active,Enterprise,893,true
2024-11-01,A-8b25f2,active,Enterprise,893,true
2024-12-01,A-8b25f2,active,Enterprise,2587,true
2024-11-01,A-8bde0c,active,Pro,588,true
2024-12-01,A-8bde0c,active,Enterprise,2388,true
2024-02-01,A-8e47ca,active,Pro,931,false
2024-03-01,A-8e47ca,active,Enterprise,3781,true
2024-04-01,A-8e47ca,active,Enterprise,3781,true
2024-05-01,A-8e47ca,active,Enterprise,3980,true
2024-06-01,A-8e47ca,active,Enterprise,3980,false
2024-07-01,A-8e47ca,active,Basic,361,true
2024-08-01,A-8e47ca,active,Enterprise,3781,false
2024-09-01,A-8e47ca,active,Enterprise,3781,true
2024-10-01,A-8e47ca,active,Enterprise,3781,false
2024-11-01,A-8e47ca,active,Enterprise,4975,true
2024-12-01,A-8e47ca,churned,Enterprise,4975,true
2023-08-01,A-8ed5dd,active,Pro,245,true
2023-09-01,A-8ed5dd,active,Pro,245,true
2023-10-01,A-8ed5dd,active,Pro,245,true
2023-11-01,A-8ed5dd,active,Pro,245,true
2023-12-01,A-8ed5dd,active,Pro,2254,true
2024-01-01,A-8ed5dd,active,Enterprise,995,true
2024-02-01,A-8ed5dd,active,Enterprise,5970,true
2024-03-01,A-8ed5dd,active,Basic,95,true
2024-04-01,A-8ed5dd,active,Enterprise,995,true
2024-05-01,A-8ed5dd,active,Enterprise,995,true
2024-06-01,A-8ed5dd,active,Enterprise,995,true
2024-07-01,A-8ed5dd,active,Enterprise,995,false
2024-08-01,A-8ed5dd,active,Basic,95,true
2024-09-01,A-8ed5dd,active,Basic,437,true
2024-10-01,A-8ed5dd,active,Basic,437,true
2024-11-01,A-8ed5dd,active,Basic,285,true
2024-12-01,A-8ed5dd,active,Basic,285,true
2024-09-01,A-902ef7,active,Enterprise,16517,true
2024-10-01,A-902ef7,active,Enterprise,16517,true
2024-11-01,A-902ef7,active,Pro,1577,false
2024-12-01,A-902ef7,active,Basic,1577,false
2024-08-01,A-9077b0,active,Basic,38,true
2024-09-01,A-9077b0,active,Basic,38,true
2024-10-01,A-9077b0,active,Basic,38,true
2024-11-01,A-9077b0,active,Basic,2786,true
2024-12-01,A-9077b0,churned,Pro,0,false
2024-08-01,A-90a8c8,active,Pro,1568,false
2024-09-01,A-90a8c8,active,Enterprise,5572,true
2024-10-01,A-90a8c8,active,Pro,735,true
2024-11-01,A-90a8c8,active,Pro,1127,true
2024-12-01,A-90a8c8,active,Enterprise,2985,true
2023-10-01,A-9123ac,active,Basic,171,false
2023-11-01,A-9123ac,active,Basic,171,true
2023-12-01,A-9123ac,active,Enterprise,8358,false
2024-01-01,A-9123ac,active,Enterprise,8358,true
2024-02-01,A-9123ac,active,Enterprise,8358,true
2024-03-01,A-9123ac,active,Enterprise,8358,true
2024-04-01,A-9123ac,active,Enterprise,8358,true
2024-05-01,A-9123ac,active,Basic,209,true
2024-06-01,A-9123ac,active,Pro,441,true
2024-07-01,A-9123ac,active,Pro,441,false
2024-08-01,A-9123ac,active,Pro,441,false
2024-09-01,A-9123ac,active,Pro,441,true
2024-10-01,A-9123ac,active,Enterprise,3582,true
2024-11-01,A-9123ac,active,Enterprise,3582,true
2024-12-01,A-9123ac,active,Enterprise,3582,true
2024-12-01,A-9174e0,active,Enterprise,7363,true
2023-08-01,A-91e948,active,Basic,779,false
2023-09-01,A-91e948,active,Basic,779,true
2023-10-01,A-91e948,active,Basic,779,true
2023-11-01,A-91e948,active,Pro,2009,true
2023-12-01,A-91e948,active,Basic,779,true
2024-01-01,A-91e948,active,Basic,779,true
2024-02-01,A-91e948,active,Basic,779,true
2024-03-01,A-91e948,active,Basic,779,true
2024-04-01,A-91e948,active,Basic,779,true
2024-05-01,A-91e948,active,Basic,779,true
2024-06-01,A-91e948,active,Basic,779,true
2024-07-01,A-91e948,active,Enterprise,8159,false
2024-08-01,A-91e948,active,Enterprise,8159,true
2024-09-01,A-91e948,active,Enterprise,8159,true
2024-10-01,A-91e948,active,Enterprise,8159,true
2024-11-01,A-91e948,active,Enterprise,8159,false
2024-12-01,A-91e948,active,Enterprise,8159,true
2023-05-01,A-9208f0,active,Enterprise,2786,true
2023-06-01,A-9208f0,active,Enterprise,2786,true
2023-07-01,A-9208f0,active,Enterprise,2786,true
2023-08-01,A-9208f0,active,Basic,76,true
2023-09-01,A-9208f0,active,Pro,98,true
2023-10-01,A-9208f0,active,Pro,98,true
2023-11-01,A-9208f0,active,Pro,98,true
2023-12-01,A-9208f0,active,Pro,98,true
2024-01-01,A-9208f0,active,Pro,98,true
2024-02-01,A-9208f0,active,Pro,98,true
2024-03-01,A-9208f0,active,Pro,98,true
2024-04-01,A-9208f0,active,Pro,98,true
2024-05-01,A-9208f0,active,Pro,98,true
2024-06-01,A-9208f0,active,Pro,98,true
2024-07-01,A-9208f0,active,Pro,98,true
2024-08-01,A-9208f0,trial,Basic,0,true
2024-09-01,A-9208f0,trial,Basic,0,true
2024-10-01,A-9208f0,trial,Basic,0,true
2024-11-01,A-9208f0,trial,Basic,0,true
2024-12-01,A-9208f0,trial,Basic,0,true
2024-03-01,A-922109,active,Pro,1862,false
2024-04-01,A-922109,active,Pro,147,true
2024-05-01,A-922109,active,Basic,1368,true
2024-06-01,A-922109,active,Basic,1368,true
2024-07-01,A-922109,active,Enterprise,8159,true
2024-08-01,A-922109,active,Enterprise,8159,true
2024-09-01,A-922109,active,Pro,392,true
2024-10-01,A-922109,active,Basic,392,true
2024-11-01,A-922109,active,Enterprise,796,true
2024-12-01,A-922109,active,Basic,796,true
2023-07-01,A-9289f6,active,Basic,418,true
2023-08-01,A-9289f6,active,Basic,418,true
2023-09-01,A-9289f6,active,Basic,418,true
2023-10-01,A-9289f6,active,Basic,418,true
2023-11-01,A-9289f6,active,Enterprise,418,true
2023-12-01,A-9289f6,active,Basic,19,true
2024-01-01,A-9289f6,active,Basic,19,true
2024-02-01,A-9289f6,active,Basic,19,true
2024-03-01,A-9289f6,active,Enterprise,1990,false
2024-04-01,A-9289f6,active,Pro,1568,true
2024-05-01,A-9289f6,active,Pro,1568,true
2024-06-01,A-9289f6,active,Pro,1568,true
2024-07-01,A-9289f6,active,Pro,1568,true
2024-08-01,A-9289f6,active,Pro,1568,true
2024-09-01,A-9289f6,active,Enterprise,3383,true
2024-10-01,A-9289f6,active,Enterprise,3383,true
2024-11-01,A-9289f6,active,Pro,49,true
2024-12-01,A-9289f6,active,Pro,1225,false
2023-08-01,A-92a333,active,Enterprise,6567,true
2023-09-01,A-92a333,active,Enterprise,6567,false
2023-10-01,A-92a333,active,Enterprise,6567,true
2023-11-01,A-92a333,active,Enterprise,6567,true
2023-12-01,A-92a333,active,Enterprise,6567,false
2024-01-01,A-92a333,active,Enterprise,6567,true
2024-02-01,A-92a333,active,Pro,686,false
2024-03-01,A-92a333,active,Enterprise,1791,true
2024-04-01,A-92a333,active,Enterprise,1791,true
2024-05-01,A-92a333,active,Enterprise,1791,false
2024-06-01,A-92a333,active,Enterprise,1791,false
2024-07-01,A-92a333,active,Basic,171,true
2024-08-01,A-92a333,active,Basic,171,true
2024-09-01,A-92a333,active,Basic,171,true
2024-10-01,A-92a333,active,Basic,171,true
2024-11-01,A-92a333,active,Basic,171,true
2024-12-01,A-92a333,active,Basic,171,true
2024-07-01,A-92a3af,active,Pro,1666,false
2024-08-01,A-92a3af,active,Pro,1666,true
2024-09-01,A-92a3af,active,Enterprise,5373,true
2024-10-01,A-92a3af,active,Pro,3773,true
2024-11-01,A-92a3af,active,Pro,1225,true
2024-12-01,A-92a3af,active,Pro,1225,true
2024-04-01,A-940b8b,active,Pro,1176,true
2024-05-01,A-940b8b,active,Basic,1064,true
2024-06-01,A-940b8b,active,Enterprise,199,true
2024-07-01,A-940b8b,active,Enterprise,199,true
2024-08-01,A-940b8b,active,Enterprise,199,true
2024-09-01,A-940b8b,active,Enterprise,833,true
2024-10-01,A-940b8b,active,Enterprise,833,true
2024-11-01,A-940b8b,trial,Enterprise,0,false
2024-12-01,A-940b8b,trial,Enterprise,0,false
2024-01-01,A-94c3cd,trial,Enterprise,0,true
2024-02-01,A-94c3cd,trial,Enterprise,0,true
2024-03-01,A-94c3cd,trial,Enterprise,0,true
2024-04-01,A-94c3cd,trial,Enterprise,0,true
2024-05-01,A-94c3cd,trial,Enterprise,0,true
2024-06-01,A-94c3cd,trial,Enterprise,0,true
2024-07-01,A-94c3cd,active,Pro,1813,true
2024-08-01,A-94c3cd,active,Enterprise,1813,false
2024-09-01,A-94c3cd,active,Basic,855,true
2024-10-01,A-94c3cd,active,Basic,855,true
2024-11-01,A-94c3cd,active,Pro,855,false
2024-12-01,A-94c3cd,active,Enterprise,6368,true
2023-06-01,A-94d3da,active,Enterprise,8159,true
2023-07-01,A-94d3da,active,Enterprise,8159,true
2023-08-01,A-94d3da,active,Enterprise,8159,true
